date,region,city,crime_type,latitude,longitude,severity
2024-02-11,Алматы,Алматы,Грабёж,43.2338,76.7578,3
2024-02-11,Астана,Астана,Кража,51.2444,71.3679,1
2024-02-11,Карагандинская область,Караганда,Кража,49.8873,73.1805,1
2024-02-11,Алматы,Алматы,Другое,43.2235,76.8575,1
2024-02-12,Астана,Астана,Кража,51.1621,71.549,2
2024-02-12,Костанайская область,Костанай,Кража,53.2289,63.7137,1
2024-02-12,Туркестанская область,Туркестан,Другое,43.3229,68.2987,3
2024-02-12,Туркестанская область,Туркестан,Вымогательство,43.3307,68.278,4
2024-02-12,Алматы,Алматы,Мошенничество,43.1416,76.8732,3
2024-02-12,Астана,Астана,Кража,51.1484,71.4147,1
2024-02-12,Астана,Астана,Грабёж,51.1373,71.5139,2
2024-02-13,Туркестанская область,Туркестан,Грабёж,43.231,68.1693,3
2024-02-14,Жамбылская область,Тараз,Кража,42.8948,71.2708,2
2024-02-14,Алматы,Алматы,Кража,43.2278,76.7525,1
2024-02-14,Астана,Астана,Мошенничество,51.1821,71.4713,2
2024-02-15,Шымкент,Шымкент,Мошенничество,42.246,69.6806,3
2024-02-15,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0311,82.5628,2
2024-02-15,Кызылординская область,Кызылорда,Кража,44.915,65.495,2
2024-02-15,Шымкент,Шымкент,Кража,42.4412,69.52,1
2024-02-16,Шымкент,Шымкент,Убийство,42.4191,69.5575,5
2024-02-17,Алматы,Алматы,Кража,43.298,76.9089,2
2024-02-17,Актюбинская область,Актобе,Кража,50.2142,57.1653,2
2024-02-18,Астана,Астана,Кража,51.1546,71.404,2
2024-02-18,Шымкент,Шымкент,Разбой,42.4215,69.6211,4
2024-02-18,Костанайская область,Костанай,Кража,53.1823,63.5453,2
2024-02-18,Астана,Астана,Разбой,51.127,71.4764,4
2024-02-19,Актюбинская область,Актобе,Кража,50.3204,57.1889,2
2024-02-19,Актюбинская область,Актобе,Кража,50.3236,57.1738,1
2024-02-19,Костанайская область,Костанай,Кража,53.2964,63.5858,1
2024-02-19,Северо-Казахстанская область,Петропавловск,Разбой,54.9116,69.2328,3
2024-02-19,Акмолинская область,Кокшетау,Кража,51.2145,71.4239,2
2024-02-19,Карагандинская область,Караганда,Убийство,49.7649,73.1228,5
2024-02-20,Павлодарская область,Павлодар,Разбой,52.1957,76.9384,4
2024-02-20,Северо-Казахстанская область,Петропавловск,Грабёж,54.8079,69.179,2
2024-02-20,Астана,Астана,Кража,51.219,71.4071,2
2024-02-21,Шымкент,Шымкент,Грабёж,42.2928,69.5899,2
2024-02-21,Алматинская область,Талдыкорган,Грабёж,43.2619,76.7691,2
2024-02-21,Актюбинская область,Актобе,Вымогательство,50.2991,57.0782,4
2024-02-21,Шымкент,Шымкент,Кража,42.3269,69.5847,1
2024-02-21,Туркестанская область,Туркестан,Мошенничество,43.337,68.2646,3
2024-02-21,Астана,Астана,Разбой,51.0998,71.497,3
2024-02-22,Павлодарская область,Павлодар,Кража,52.2653,77.051,1
2024-02-22,Костанайская область,Костанай,Кража,53.1793,63.5478,2
2024-02-22,Павлодарская область,Павлодар,Разбой,52.2014,77.0285,4
2024-02-23,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,49.8859,82.6856,3
2024-02-24,Астана,Астана,Кража,51.1491,71.4607,1
2024-02-24,Западно-Казахстанская область,Уральск,Кража,51.2747,51.2983,1
2024-02-25,Павлодарская область,Павлодар,Грабёж,52.2479,76.8858,2
2024-02-25,Карагандинская область,Караганда,Кража,49.7416,73.0549,1
2024-02-25,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0083,82.7039,1
2024-02-25,Астана,Астана,Грабёж,51.1809,71.4021,3
2024-02-25,Шымкент,Шымкент,Кража,42.304,69.5648,2
2024-02-26,Мангистауская область,Актау,Грабёж,43.5631,51.2288,3
2024-02-26,Астана,Астана,Грабёж,51.1333,71.4888,2
2024-02-26,Павлодарская область,Павлодар,Изнасилование,52.2305,76.9113,4
2024-02-26,Алматы,Алматы,Изнасилование,43.1296,76.8737,4
2024-02-26,Жамбылская область,Тараз,Кража,42.8572,71.4247,1
2024-02-26,Шымкент,Шымкент,Кража,42.318,69.6654,1
2024-02-27,Астана,Астана,Грабёж,51.117,71.5375,2
2024-02-27,Алматы,Алматы,Грабёж,43.2711,76.9099,3
2024-02-27,Алматы,Алматы,Грабёж,43.2806,76.783,2
2024-02-27,Алматы,Алматы,Убийство,43.161,76.9289,5
2024-02-27,Туркестанская область,Туркестан,Кража,43.2764,68.329,2
2024-02-27,Жамбылская область,Тараз,Кража,42.8083,71.2905,1
2024-02-27,Алматы,Алматы,Мошенничество,43.2652,76.834,2
2024-02-27,Астана,Астана,Кража,51.1021,71.535,2
2024-02-28,Павлодарская область,Павлодар,Убийство,52.324,76.9861,5
2024-02-28,Алматы,Алматы,Кража,43.252,76.9411,1
2024-02-28,Алматы,Алматы,Грабёж,43.1824,76.826,3
2024-03-01,Жамбылская область,Тараз,Грабёж,42.9479,71.3607,2
2024-03-01,Астана,Астана,Кража,51.1058,71.5428,2
2024-03-01,Алматинская область,Талдыкорган,Кража,43.1677,76.7738,2
2024-03-01,Алматинская область,Талдыкорган,Грабёж,43.2244,76.9375,2
2024-03-01,Алматинская область,Талдыкорган,Грабёж,43.3116,76.9276,2
2024-03-01,Шымкент,Шымкент,Убийство,42.3936,69.5395,5
2024-03-01,Алматы,Алматы,Кража,43.2669,76.8992,2
2024-03-01,Шымкент,Шымкент,Кража,42.37,69.6699,1
2024-03-01,Астана,Астана,Убийство,51.1535,71.4038,5
2024-03-02,Жамбылская область,Тараз,Кража,42.8656,71.3117,1
2024-03-02,Павлодарская область,Павлодар,Кража,52.1909,77.0456,1
2024-03-02,Астана,Астана,Грабёж,51.2412,71.3986,2
2024-03-02,Акмолинская область,Кокшетау,Кража,51.1213,71.4681,2
2024-03-02,Шымкент,Шымкент,Кража,42.296,69.5536,1
2024-03-03,Алматы,Алматы,Мошенничество,43.219,76.8287,3
2024-03-03,Алматинская область,Талдыкорган,Грабёж,43.1547,76.9181,2
2024-03-03,Астана,Астана,Кража,51.1091,71.4067,1
2024-03-03,Алматинская область,Талдыкорган,Грабёж,43.2436,76.8838,3
2024-03-03,Павлодарская область,Павлодар,Мошенничество,52.3289,76.9969,3
2024-03-03,Павлодарская область,Павлодар,Кража,52.3034,76.9806,1
2024-03-04,Шымкент,Шымкент,Кража,42.3981,69.5961,2
2024-03-04,Алматинская область,Талдыкорган,Мошенничество,43.2088,76.7607,2
2024-03-05,Актюбинская область,Актобе,Кража,50.3081,57.0995,2
2024-03-05,Алматы,Алматы,Кража,43.1486,76.9437,1
2024-03-05,Астана,Астана,Кража,51.1307,71.4087,2
2024-03-06,Западно-Казахстанская область,Уральск,Убийство,51.249,51.381,5
2024-03-06,Астана,Астана,Кража,51.1876,71.4356,1
2024-03-06,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.8811,82.6258,2
2024-03-06,Астана,Астана,Грабёж,51.2157,71.5464,3
2024-03-06,Шымкент,Шымкент,Другое,42.4353,69.5514,1
2024-03-06,Алматы,Алматы,Кража,43.2001,76.8398,1
2024-03-06,Алматы,Алматы,Разбой,43.319,76.7995,3
2024-03-07,Алматинская область,Талдыкорган,Кража,43.1693,76.7993,1
2024-03-07,Шымкент,Шымкент,Кража,42.2743,69.6328,1
2024-03-07,Мангистауская область,Актау,Разбой,43.5917,51.1008,3
2024-03-07,Северо-Казахстанская область,Петропавловск,Мошенничество,54.8306,69.0515,2
2024-03-07,Туркестанская область,Туркестан,Кража,43.2036,68.1872,2
2024-03-07,Западно-Казахстанская область,Уральск,Разбой,51.1706,51.3287,3
2024-03-07,Акмолинская область,Кокшетау,Кража,51.2549,71.3897,1
2024-03-08,Астана,Астана,Грабёж,51.2541,71.3543,3
2024-03-08,Астана,Астана,Кража,51.2619,71.3532,1
2024-03-08,Акмолинская область,Кокшетау,Кража,51.197,71.4043,1
2024-03-08,Актюбинская область,Актобе,Разбой,50.1912,57.1477,3
2024-03-08,Костанайская область,Костанай,Разбой,53.132,63.6833,4
2024-03-08,Акмолинская область,Кокшетау,Кража,51.2483,71.5418,2
2024-03-09,Астана,Астана,Разбой,51.2597,71.383,4
2024-03-09,Северо-Казахстанская область,Петропавловск,Кража,54.8153,69.0884,1
2024-03-09,Жамбылская область,Тараз,Грабёж,42.8267,71.3862,3
2024-03-09,Актюбинская область,Актобе,Грабёж,50.297,57.1246,2
2024-03-09,Астана,Астана,Вымогательство,51.0783,71.5282,3
2024-03-09,Павлодарская область,Павлодар,Разбой,52.2457,76.929,3
2024-03-10,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.9101,82.6179,4
2024-03-10,Астана,Астана,Мошенничество,51.1133,71.3825,2
2024-03-10,Акмолинская область,Кокшетау,Кража,51.0775,71.4483,2
2024-03-11,Павлодарская область,Павлодар,Кража,52.3053,76.8818,2
2024-03-11,Астана,Астана,Грабёж,51.203,71.3836,2
2024-03-11,Шымкент,Шымкент,Разбой,42.299,69.5892,3
2024-03-12,Астана,Астана,Разбой,51.1867,71.4402,4
2024-03-12,Шымкент,Шымкент,Разбой,42.3117,69.5894,3
2024-03-12,Алматинская область,Талдыкорган,Кража,43.1983,76.7904,2
2024-03-12,Астана,Астана,Кража,51.184,71.3592,2
2024-03-12,Астана,Астана,Убийство,51.1702,71.5367,5
2024-03-12,Алматы,Алматы,Кража,43.1701,76.9126,1
2024-03-13,Северо-Казахстанская область,Петропавловск,Грабёж,54.8711,69.065,2
2024-03-13,Алматы,Алматы,Разбой,43.2809,76.7686,4
2024-03-13,Шымкент,Шымкент,Грабёж,42.274,69.5393,2
2024-03-13,Астана,Астана,Мошенничество,51.1302,71.437,3
2024-03-13,Астана,Астана,Убийство,51.2563,71.4329,5
2024-03-14,Западно-Казахстанская область,Уральск,Мошенничество,51.3196,51.3791,3
2024-03-14,Жамбылская область,Тараз,Разбой,42.8754,71.4528,4
2024-03-14,Мангистауская область,Актау,Кража,43.5584,51.1136,2
2024-03-14,Актюбинская область,Актобе,Кража,50.3406,57.1341,1
2024-03-14,Астана,Астана,Разбой,51.2389,71.5445,4
2024-03-15,Астана,Астана,Кража,51.1008,71.4084,2
2024-03-15,Шымкент,Шымкент,Кража,42.2734,69.6069,1
2024-03-15,Алматы,Алматы,Кража,43.2227,76.9115,1
2024-03-16,Алматы,Алматы,Грабёж,43.1231,76.9383,2
2024-03-16,Алматинская область,Талдыкорган,Грабёж,43.1953,76.7617,2
2024-03-16,Шымкент,Шымкент,Кража,42.2747,69.5966,1
2024-03-17,Актюбинская область,Актобе,Вымогательство,50.3132,57.1165,4
2024-03-17,Жамбылская область,Тараз,Разбой,42.8151,71.4173,3
2024-03-18,Мангистауская область,Актау,Кража,43.5694,51.1593,1
2024-03-18,Алматы,Алматы,Разбой,43.2084,76.813,3
2024-03-18,Восточно-Казахстанская область,Усть-Каменогорск,Грабёж,50.0404,82.6846,3
2024-03-18,Алматы,Алматы,Кража,43.2228,76.7686,1
2024-03-18,Алматы,Алматы,Кража,43.1616,76.7671,1
2024-03-19,Жамбылская область,Тараз,Грабёж,42.8489,71.3376,2
2024-03-19,Шымкент,Шымкент,Грабёж,42.4351,69.5045,3
2024-03-19,Астана,Астана,Кража,51.267,71.3868,1
2024-03-20,Акмолинская область,Кокшетау,Грабёж,51.1152,71.549,3
2024-03-20,Астана,Астана,Разбой,51.2322,71.5186,3
2024-03-20,Алматы,Алматы,Разбой,43.1656,76.934,4
2024-03-21,Алматы,Алматы,Кража,43.2384,76.9303,2
2024-03-21,Шымкент,Шымкент,Кража,42.275,69.6538,2
2024-03-22,Костанайская область,Костанай,Кража,53.2311,63.7181,2
2024-03-22,Павлодарская область,Павлодар,Кража,52.361,77.0101,1
2024-03-22,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0572,82.6883,2
2024-03-22,Восточно-Казахстанская область,Усть-Каменогорск,Мошенничество,49.9922,82.5495,2
2024-03-22,Алматинская область,Талдыкорган,Грабёж,43.1896,76.8893,3
2024-03-22,Алматинская область,Талдыкорган,Разбой,43.1571,76.8282,3
2024-03-22,Алматы,Алматы,Разбой,43.168,76.9499,3
2024-03-22,Акмолинская область,Кокшетау,Кража,51.1747,71.4037,1
2024-03-23,Астана,Астана,Кража,51.2361,71.5367,1
2024-03-23,Алматинская область,Талдыкорган,Кража,43.2804,76.8604,1
2024-03-23,Алматы,Алматы,Кража,43.155,76.7768,2
2024-03-23,Астана,Астана,Кража,51.1127,71.3965,1
2024-03-24,Шымкент,Шымкент,Кража,42.3719,69.6195,1
2024-03-24,Карагандинская область,Караганда,Разбой,49.7964,73.1576,4
2024-03-24,Актюбинская область,Актобе,Разбой,50.2331,57.099,3
2024-03-24,Астана,Астана,Кража,51.2681,71.3955,1
2024-03-24,Кызылординская область,Кызылорда,Грабёж,44.8755,65.5437,3
2024-03-24,Карагандинская область,Караганда,Кража,49.7647,73.0103,2
2024-03-24,Атырауская область,Атырау,Вымогательство,47.1754,51.8237,3
2024-03-25,Павлодарская область,Павлодар,Грабёж,52.3208,77.0472,3
2024-03-25,Актюбинская область,Актобе,Грабёж,50.2957,57.1908,2
2024-03-25,Атырауская область,Атырау,Грабёж,47.1461,51.9499,2
2024-03-25,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,50.0118,82.6671,3
2024-03-25,Туркестанская область,Туркестан,Кража,43.276,68.2539,2
2024-03-25,Астана,Астана,Грабёж,51.2682,71.376,3
2024-03-26,Алматинская область,Талдыкорган,Кража,43.1472,76.9066,2
2024-03-26,Алматы,Алматы,Мошенничество,43.2797,76.9243,2
2024-03-26,Шымкент,Шымкент,Разбой,42.3275,69.5512,4
2024-03-26,Западно-Казахстанская область,Уральск,Кража,51.2493,51.4234,2
2024-03-26,Туркестанская область,Туркестан,Мошенничество,43.2521,68.1506,3
2024-03-26,Алматы,Алматы,Грабёж,43.1281,76.8194,2
2024-03-26,Алматы,Алматы,Грабёж,43.1495,76.767,2
2024-03-27,Алматы,Алматы,Мошенничество,43.1938,76.8943,2
2024-03-27,Астана,Астана,Грабёж,51.2448,71.4142,2
2024-03-27,Алматы,Алматы,Грабёж,43.2661,76.8488,3
2024-03-27,Астана,Астана,Кража,51.2106,71.4973,1
2024-03-27,Астана,Астана,Разбой,51.201,71.4461,3
2024-03-27,Костанайская область,Костанай,Грабёж,53.2191,63.631,2
2024-03-27,Астана,Астана,Мошенничество,51.1063,71.5417,3
2024-03-28,Астана,Астана,Кража,51.2174,71.4969,2
2024-03-28,Атырауская область,Атырау,Кража,47.1134,51.8864,1
2024-03-28,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.9312,82.6607,4
2024-03-28,Алматы,Алматы,Грабёж,43.319,76.936,3
2024-03-28,Алматы,Алматы,Кража,43.2604,76.9498,1
2024-03-28,Шымкент,Шымкент,Кража,42.4419,69.556,1
2024-03-28,Астана,Астана,Кража,51.0882,71.405,2
2024-03-28,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9356,82.5844,2
2024-03-29,Алматы,Алматы,Грабёж,43.1234,76.7854,3
2024-03-29,Алматинская область,Талдыкорган,Грабёж,43.2901,76.8922,2
2024-03-29,Шымкент,Шымкент,Кража,42.2548,69.6038,2
2024-03-29,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9457,82.6792,1
2024-03-29,Павлодарская область,Павлодар,Убийство,52.2208,77.0353,5
2024-03-30,Алматы,Алматы,Кража,43.2146,76.919,1
2024-03-30,Алматы,Алматы,Кража,43.2903,76.8394,2
2024-03-30,Алматинская область,Талдыкорган,Кража,43.1266,76.864,2
2024-03-30,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.068,82.6329,2
2024-03-30,Карагандинская область,Караганда,Кража,49.7963,73.0338,2
2024-03-31,Шымкент,Шымкент,Мошенничество,42.3925,69.6667,3
2024-03-31,Алматы,Алматы,Кража,43.3196,76.9042,2
2024-03-31,Кызылординская область,Кызылорда,Грабёж,44.8901,65.5149,3
2024-03-31,Павлодарская область,Павлодар,Кража,52.3132,77.0262,2
2024-03-31,Костанайская область,Костанай,Кража,53.2783,63.6322,2
2024-03-31,Шымкент,Шымкент,Кража,42.2679,69.5501,2
2024-04-01,Карагандинская область,Караганда,Кража,49.7075,73.1548,2
2024-04-01,Алматы,Алматы,Кража,43.2176,76.8819,2
2024-04-01,Астана,Астана,Грабёж,51.0935,71.5266,2
2024-04-01,Костанайская область,Костанай,Грабёж,53.1359,63.6404,2
2024-04-02,Атырауская область,Атырау,Кража,47.1904,51.8873,1
2024-04-02,Жамбылская область,Тараз,Кража,42.8744,71.4603,1
2024-04-02,Астана,Астана,Кража,51.1583,71.4343,1
2024-04-02,Алматы,Алматы,Кража,43.3208,76.8273,2
2024-04-02,Акмолинская область,Кокшетау,Кража,51.2091,71.422,2
2024-04-02,Астана,Астана,Грабёж,51.0737,71.4829,3
2024-04-02,Карагандинская область,Караганда,Грабёж,49.8624,73.0385,2
2024-04-02,Акмолинская область,Кокшетау,Кража,51.1956,71.4382,1
2024-04-03,Туркестанская область,Туркестан,Грабёж,43.2605,68.3217,2
2024-04-03,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9131,82.5672,1
2024-04-03,Шымкент,Шымкент,Кража,42.2818,69.517,1
2024-04-03,Акмолинская область,Кокшетау,Разбой,51.0777,71.3842,4
2024-04-03,Павлодарская область,Павлодар,Грабёж,52.312,76.9333,3
2024-04-03,Алматинская область,Талдыкорган,Грабёж,43.3058,76.7644,3
2024-04-03,Алматы,Алматы,Грабёж,43.2289,76.7908,3
2024-04-03,Астана,Астана,Мошенничество,51.2543,71.3826,2
2024-04-04,Алматы,Алматы,Мошенничество,43.2128,76.8886,2
2024-04-04,Шымкент,Шымкент,Кража,42.4402,69.6084,2
2024-04-04,Костанайская область,Костанай,Кража,53.294,63.5879,2
2024-04-05,Алматинская область,Талдыкорган,Кража,43.2589,76.9168,1
2024-04-05,Карагандинская область,Караганда,Кража,49.7924,73.1615,1
2024-04-05,Алматы,Алматы,Кража,43.1356,76.8344,2
2024-04-05,Алматы,Алматы,Кража,43.2046,76.7668,1
2024-04-06,Костанайская область,Костанай,Кража,53.2911,63.537,1
2024-04-06,Атырауская область,Атырау,Разбой,47.0675,51.805,4
2024-04-06,Астана,Астана,Мошенничество,51.2025,71.5089,3
2024-04-06,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0642,82.5132,2
2024-04-07,Алматинская область,Талдыкорган,Грабёж,43.3175,76.9248,3
2024-04-07,Северо-Казахстанская область,Петропавловск,Грабёж,54.7861,69.177,2
2024-04-07,Алматинская область,Талдыкорган,Грабёж,43.1919,76.8426,3
2024-04-07,Жамбылская область,Тараз,Грабёж,42.9076,71.3631,3
2024-04-08,Алматы,Алматы,Грабёж,43.2224,76.9321,2
2024-04-08,Алматы,Алматы,Грабёж,43.32,76.8828,3
2024-04-08,Алматы,Алматы,Разбой,43.168,76.7523,3
2024-04-08,Карагандинская область,Караганда,Вымогательство,49.7117,73.1974,3
2024-04-08,Шымкент,Шымкент,Мошенничество,42.424,69.5859,3
2024-04-08,Карагандинская область,Караганда,Кража,49.8914,73.1029,1
2024-04-09,Карагандинская область,Караганда,Грабёж,49.7264,73.145,2
2024-04-09,Шымкент,Шымкент,Кража,42.2652,69.5365,2
2024-04-09,Алматы,Алматы,Разбой,43.3028,76.9253,4
2024-04-09,Алматы,Алматы,Кража,43.1733,76.7694,1
2024-04-09,Алматинская область,Талдыкорган,Кража,43.1749,76.8563,1
2024-04-10,Шымкент,Шымкент,Убийство,42.3248,69.6831,5
2024-04-10,Акмолинская область,Кокшетау,Кража,51.1766,71.5365,2
2024-04-10,Астана,Астана,Убийство,51.0982,71.3805,5
2024-04-10,Алматинская область,Талдыкорган,Грабёж,43.1952,76.8146,3
2024-04-11,Алматы,Алматы,Кража,43.2876,76.7821,1
2024-04-11,Астана,Астана,Грабёж,51.1176,71.4003,2
2024-04-11,Астана,Астана,Разбой,51.2043,71.4144,3
2024-04-11,Астана,Астана,Разбой,51.1243,71.4936,3
2024-04-11,Астана,Астана,Разбой,51.2598,71.5199,4
2024-04-11,Астана,Астана,Кража,51.177,71.4137,2
2024-04-12,Карагандинская область,Караганда,Грабёж,49.7106,73.1979,3
2024-04-12,Астана,Астана,Кража,51.1429,71.3857,1
2024-04-12,Алматы,Алматы,Кража,43.2496,76.9438,1
2024-04-12,Алматы,Алматы,Разбой,43.1507,76.838,3
2024-04-12,Жамбылская область,Тараз,Грабёж,42.9528,71.2913,3
2024-04-12,Атырауская область,Атырау,Разбой,47.1876,51.958,3
2024-04-12,Алматинская область,Талдыкорган,Кража,43.1594,76.9278,1
2024-04-13,Алматинская область,Талдыкорган,Разбой,43.2199,76.7656,3
2024-04-13,Жамбылская область,Тараз,Мошенничество,42.9587,71.3227,3
2024-04-13,Алматы,Алматы,Разбой,43.1518,76.9404,4
2024-04-13,Алматинская область,Талдыкорган,Грабёж,43.1457,76.8364,2
2024-04-13,Акмолинская область,Кокшетау,Кража,51.1904,71.4125,1
2024-04-14,Карагандинская область,Караганда,Кража,49.706,73.1126,2
2024-04-14,Акмолинская область,Кокшетау,Кража,51.1823,71.4726,2
2024-04-14,Костанайская область,Костанай,Кража,53.2652,63.5921,2
2024-04-14,Алматы,Алматы,Грабёж,43.3023,76.7815,2
2024-04-14,Жамбылская область,Тараз,Грабёж,42.9025,71.2962,2
2024-04-15,Шымкент,Шымкент,Кража,42.4167,69.6546,1
2024-04-15,Западно-Казахстанская область,Уральск,Кража,51.1559,51.4397,2
2024-04-15,Астана,Астана,Мошенничество,51.165,71.3953,3
2024-04-15,Астана,Астана,Кража,51.257,71.4124,2
2024-04-15,Павлодарская область,Павлодар,Кража,52.2047,76.9421,1
2024-04-16,Астана,Астана,Убийство,51.2285,71.4863,5
2024-04-16,Павлодарская область,Павлодар,Кража,52.3318,77.0113,2
2024-04-16,Акмолинская область,Кокшетау,Кража,51.211,71.3702,1
2024-04-16,Жамбылская область,Тараз,Грабёж,42.8824,71.4572,3
2024-04-16,Астана,Астана,Разбой,51.2492,71.4101,3
2024-04-16,Алматы,Алматы,Кража,43.3055,76.9079,1
2024-04-17,Акмолинская область,Кокшетау,Мошенничество,51.1156,71.515,3
2024-04-17,Актюбинская область,Актобе,Разбой,50.2458,57.2455,3
2024-04-17,Алматы,Алматы,Кража,43.1922,76.7625,2
2024-04-17,Шымкент,Шымкент,Грабёж,42.2605,69.6308,3
2024-04-17,Алматы,Алматы,Кража,43.1829,76.8418,1
2024-04-17,Мангистауская область,Актау,Кража,43.6584,51.166,2
2024-04-17,Алматы,Алматы,Кража,43.1277,76.8074,1
2024-04-17,Павлодарская область,Павлодар,Мошенничество,52.3606,77.0351,3
2024-04-17,Астана,Астана,Кража,51.0837,71.5194,1
2024-04-18,Астана,Астана,Кража,51.1411,71.4734,2
2024-04-18,Атырауская область,Атырау,Кража,47.0169,51.9337,1
2024-04-18,Северо-Казахстанская область,Петропавловск,Мошенничество,54.8108,69.2143,2
2024-04-18,Карагандинская область,Караганда,Мошенничество,49.7317,73.12,2
2024-04-18,Карагандинская область,Караганда,Грабёж,49.8801,73.0158,3
2024-04-19,Кызылординская область,Кызылорда,Мошенничество,44.7925,65.4973,2
2024-04-19,Туркестанская область,Туркестан,Кража,43.2023,68.2114,1
2024-04-19,Астана,Астана,Мошенничество,51.1941,71.4722,3
2024-04-19,Астана,Астана,Кража,51.1395,71.5096,2
2024-04-19,Атырауская область,Атырау,Кража,47.0967,51.8186,2
2024-04-19,Жамбылская область,Тараз,Кража,42.8988,71.3271,1
2024-04-19,Шымкент,Шымкент,Кража,42.2469,69.5448,1
2024-04-20,Астана,Астана,Разбой,51.0783,71.3898,3
2024-04-20,Алматинская область,Талдыкорган,Кража,43.2776,76.9276,2
2024-04-20,Шымкент,Шымкент,Грабёж,42.3136,69.6584,3
2024-04-20,Астана,Астана,Разбой,51.2491,71.3928,3
2024-04-20,Атырауская область,Атырау,Грабёж,47.1673,51.9678,3
2024-04-20,Карагандинская область,Караганда,Кража,49.7264,73.0438,1
2024-04-20,Карагандинская область,Караганда,Кража,49.7925,73.2004,1
2024-04-21,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9902,82.7048,1
2024-04-21,Алматы,Алматы,Кража,43.1923,76.9027,2
2024-04-21,Мангистауская область,Актау,Грабёж,43.7369,51.0954,2
2024-04-21,Атырауская область,Атырау,Грабёж,47.0204,51.8503,3
2024-04-21,Алматы,Алматы,Кража,43.2029,76.9497,1
2024-04-21,Алматы,Алматы,Кража,43.1673,76.8444,2
2024-04-22,Алматы,Алматы,Кража,43.1786,76.7607,2
2024-04-23,Астана,Астана,Кража,51.1208,71.4435,1
2024-04-23,Акмолинская область,Кокшетау,Кража,51.2333,71.3767,1
2024-04-23,Алматы,Алматы,Грабёж,43.1592,76.9228,3
2024-04-23,Алматы,Алматы,Грабёж,43.1406,76.7905,3
2024-04-23,Карагандинская область,Караганда,Грабёж,49.7361,73.1732,2
2024-04-23,Астана,Астана,Кража,51.2154,71.5242,2
2024-04-23,Астана,Астана,Кража,51.2475,71.5347,2
2024-04-23,Атырауская область,Атырау,Другое,47.1683,51.8353,3
2024-04-23,Астана,Астана,Мошенничество,51.1027,71.5485,2
2024-04-24,Восточно-Казахстанская область,Усть-Каменогорск,Мошенничество,50.0669,82.5167,3
2024-04-24,Алматинская область,Талдыкорган,Кража,43.1609,76.8656,2
2024-04-24,Астана,Астана,Кража,51.0886,71.4896,2
2024-04-24,Алматы,Алматы,Кража,43.1709,76.7893,1
2024-04-25,Алматы,Алматы,Грабёж,43.2941,76.9117,2
2024-04-25,Шымкент,Шымкент,Кража,42.2657,69.6055,2
2024-04-25,Алматы,Алматы,Грабёж,43.268,76.7587,2
2024-04-25,Карагандинская область,Караганда,Разбой,49.833,73.1633,3
2024-04-26,Восточно-Казахстанская область,Усть-Каменогорск,Мошенничество,49.9392,82.5727,3
2024-04-26,Алматы,Алматы,Кража,43.3127,76.9076,1
2024-04-26,Алматы,Алматы,Разбой,43.3103,76.7619,3
2024-04-26,Алматинская область,Талдыкорган,Кража,43.1364,76.9168,1
2024-04-26,Шымкент,Шымкент,Мошенничество,42.2753,69.6572,3
2024-04-26,Жамбылская область,Тараз,Грабёж,42.9051,71.2684,2
2024-04-26,Астана,Астана,Кража,51.1518,71.4101,2
2024-04-26,Астана,Астана,Грабёж,51.2204,71.394,2
2024-04-26,Астана,Астана,Грабёж,51.161,71.5294,3
2024-04-26,Актюбинская область,Актобе,Кража,50.1965,57.2047,2
2024-04-27,Атырауская область,Атырау,Кража,47.1203,51.9799,2
2024-04-27,Туркестанская область,Туркестан,Разбой,43.3074,68.1576,3
2024-04-28,Астана,Астана,Грабёж,51.1943,71.4668,3
2024-04-28,Северо-Казахстанская область,Петропавловск,Другое,54.8497,69.0718,1
2024-04-28,Алматы,Алматы,Разбой,43.2419,76.9432,4
2024-04-28,Алматы,Алматы,Кража,43.1887,76.8165,2
2024-04-28,Восточно-Казахстанская область,Усть-Каменогорск,Кража,49.9907,82.5985,2
2024-04-28,Акмолинская область,Кокшетау,Грабёж,51.0917,71.4581,2
2024-04-29,Актюбинская область,Актобе,Разбой,50.2681,57.1281,3
2024-04-29,Атырауская область,Атырау,Кража,47.1012,51.8209,2
2024-04-29,Актюбинская область,Актобе,Кража,50.3543,57.071,2
2024-04-29,Северо-Казахстанская область,Петропавловск,Кража,54.8976,69.1787,2
2024-04-30,Астана,Астана,Кража,51.0712,71.5462,1
2024-04-30,Алматы,Алматы,Кража,43.2505,76.8985,2
2024-04-30,Астана,Астана,Грабёж,51.1723,71.5411,3
